Datetime,Temperature,Humidity,WindSpeed,F1_132KV_PowerConsumption,F2_132KV_PowerConsumption,F3_132KV_PowerConsumption,CloudCover,Total_PowerConsumption,hour,minute,time_of_day_frac,dayofweek,is_weekend,is_sunday,month,dayofyear,block_of_day,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,is_fan_on,cooling_degree,temp_sq,cloud_temp_interaction,date,is_holiday,is_pre_holiday,is_post_holiday,days_to_nearest_holiday,Total_PowerConsumption_lag_1,Total_PowerConsumption_lag_6,Total_PowerConsumption_lag_144,Total_PowerConsumption_lag_288,Total_PowerConsumption_lag_1008,F1_132KV_PowerConsumption_lag_1,F1_132KV_PowerConsumption_lag_6,F1_132KV_PowerConsumption_lag_144,F1_132KV_PowerConsumption_lag_288,F1_132KV_PowerConsumption_lag_1008,F2_132KV_PowerConsumption_lag_1,F2_132KV_PowerConsumption_lag_6,F2_132KV_PowerConsumption_lag_144,F2_132KV_PowerConsumption_lag_288,F2_132KV_PowerConsumption_lag_1008,F3_132KV_PowerConsumption_lag_1,F3_132KV_PowerConsumption_lag_6,F3_132KV_PowerConsumption_lag_144,F3_132KV_PowerConsumption_lag_288,F3_132KV_PowerConsumption_lag_1008,Total_PowerConsumption_roll_1h_mean,Total_PowerConsumption_roll_1h_std,Total_PowerConsumption_roll_6h_mean,Total_PowerConsumption_roll_6h_std,Total_PowerConsumption_roll_24h_mean,Total_PowerConsumption_roll_24h_std,F1_132KV_PowerConsumption_roll_1h_mean,F1_132KV_PowerConsumption_roll_1h_std,F1_132KV_PowerConsumption_roll_6h_mean,F1_132KV_PowerConsumption_roll_6h_std,F1_132KV_PowerConsumption_roll_24h_mean,F1_132KV_PowerConsumption_roll_24h_std,F2_132KV_PowerConsumption_roll_1h_mean,F2_132KV_PowerConsumption_roll_1h_std,F2_132KV_PowerConsumption_roll_6h_mean,F2_132KV_PowerConsumption_roll_6h_std,F2_132KV_PowerConsumption_roll_24h_mean,F2_132KV_PowerConsumption_roll_24h_std,F3_132KV_PowerConsumption_roll_1h_mean,F3_132KV_PowerConsumption_roll_1h_std,F3_132KV_PowerConsumption_roll_6h_mean,F3_132KV_PowerConsumption_roll_6h_std,F3_132KV_PowerConsumption_roll_24h_mean,F3_132KV_PowerConsumption_roll_24h_std
2017-12-20 15:40:00,17.33,65.22,0.073,31154.37262,25973.61154,9502.040816,80.66666666666667,66630.024976,15,40,15.666666666666666,2,0,0,12,354,94,-0.8191520442889917,-0.5735764363510464,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,300.3288999999999,1397.9533333333334,2017-12-20,0,0,0,5,67072.201231,67575.527315,65851.855891,65929.325909,66102.706474,31519.39163,31987.8327,30521.673,30880.60837,30886.69202,26010.43265,25958.88309,26139.30654,25719.54587,25892.60509,9542.376951,9628.811525,9190.876351,9329.171669,9323.409364,67539.0154495,245.4843028443155,66595.10570130555,2476.498967714389,64970.72586216666,14749.469895249433,31752.598225,168.31676710532963,31701.56316,1102.1969609108908,29726.869455138887,6379.395487106113,26130.71494333333,157.76746751329426,25324.434898333333,984.2712859296134,24448.578295833333,5901.042487853873,9655.702281166668,132.64153400460867,9569.107642972222,452.26076613748216,10795.278111194444,2849.6651083704096
2017-12-20 15:50:00,17.43,64.49,0.073,30941.44487,25690.08898,9478.991597,81.83333333333333,66110.52544699999,15,50,15.833333333333334,2,0,0,12,354,95,-0.8433914458128859,-0.5372996083468233,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,303.8049,1426.3549999999998,2017-12-20,0,0,0,5,66630.024976,67809.746,65654.62113,65886.771346,66169.119492,31154.37262,31890.4943,30533.8403,31063.11787,30771.10266,25973.61154,26330.77631,25918.37987,25638.53943,25947.83676,9502.040816,9588.47539,9202.40096,9185.114046,9450.180072,67381.43172633334,442.0967089818337,66790.3827533611,2166.98795390244,64976.12981414583,14749.937530157482,31613.688211666667,256.28707960715155,31773.55302055556,967.7655460416368,29731.2632025,6380.164565011898,26133.169685,154.6428194303492,25414.748900555554,882.5996272950039,24447.42763611111,5900.726649075043,9634.573829666666,147.0912281875316,9602.08083225,398.2633633429574,10797.438975534722,2848.5577643646743
2017-12-20 16:00:00,17.33,65.19,0.075,30923.19392,25609.08254,9651.860744,83.0,66184.137204,16,0,16.0,2,0,0,12,354,96,-0.8660254037844383,-0.5000000000000003,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,300.3288999999999,1438.39,2017-12-20,0,0,0,5,66110.52544699999,67600.831316,65402.461094,65889.991742,65773.389209,30941.44487,31744.48669,30515.58935,31196.95817,30606.84411,25690.08898,26319.72998,25598.03621,25594.3541,25837.37343,9478.991597,9536.614646,9288.835534,9098.679472,9329.171669,67098.22830083333,620.9302815926634,66941.81838738889,1900.3392949829267,64979.29581634722,14750.133110960229,31455.51330666667,332.7428533611049,31829.826785,848.3665050194126,29734.09378979167,6380.613523709565,26026.388463333333,204.17187127637743,25487.98199861111,785.0850847663864,24445.84228270833,5900.359339522662,9616.326530833334,160.16374654836483,9624.009603777777,367.09739614986063,10799.359743847222,2847.5677968344594
2017-12-20 16:10:00,17.23,65.45,0.074,30977.94677,25903.65143,9398.319328,85.0,66279.917528,16,10,16.166666666666668,2,0,0,12,354,97,-0.8870108331782217,-0.4617486132350336,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,296.8729,1464.55,2017-12-20,0,0,0,5,66184.137204,67578.68092700001,65762.643362,66125.636135,66009.23009499999,30923.19392,31641.06464,30655.51331,31507.22433,30783.26996,25609.08254,26084.07487,25656.94998,25410.24854,26017.79687,9651.860744,9853.541417,9450.180072,9208.163265,9208.163265,66862.1126155,659.7304168044665,67078.52412241667,1639.2018099183244,64984.72412266667,14750.43376436023,31318.631178333333,358.0578286027268,31875.285171111114,745.854379181836,29736.92437708333,6381.0530338185545,25907.947223333333,206.08531697083544,25550.577886944448,694.8635326690307,24445.918993333336,5900.374495746589,9635.534213833333,155.5359853837523,9652.661064361111,324.28491221730366,10801.88075225,2846.381597636276
2017-12-20 16:20:00,17.28,67.06,0.074,31166.53992,26006.75054,9398.319328,87.0,66571.609788,16,20,16.333333333333332,2,0,0,12,354,98,-0.9063077870366496,-0.4226182617406999,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,298.5984,1503.36,2017-12-20,0,0,0,5,66279.917528,67597.105908,66766.750447,66198.612158,66041.294624,30977.94677,31732.31939,31269.96198,31549.80989,30977.94677,25903.65143,26080.39276,26017.79687,25285.05677,26091.43909,9398.319328,9784.393758,9478.991597,9363.745498,8971.908764,66645.652049,586.6124833396833,67195.6333631389,1404.5114443142506,64988.316304375,14750.687520146255,31208.111533333333,340.5413397554913,31904.858470833336,684.4149378160579,29739.16349833333,6381.434181976454,25877.87665,187.57817516507652,25620.02659305556,591.3740180990583,24447.632197847222,5900.764386500728,9559.663865666667,137.95877412388396,9670.74829925,288.52526693075,10801.520608194443,2846.557095707004
2017-12-20 16:30:00,17.13,69.13,0.074,31458.55513,26146.67076,9386.794718,89.0,66992.020608,16,30,16.5,2,0,0,12,354,99,-0.9238795325112868,-0.3826834323650895,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,293.4369,1524.57,2017-12-20,0,0,0,5,66571.609788,67072.201231,67273.59103,66617.861931,66775.425709,31166.53992,31519.39163,31531.55894,31488.97338,31282.12928,26006.75054,26010.43265,26165.08131,25598.03621,26187.17398,9398.319328,9542.376951,9576.95078,9530.852341,9306.122449,66474.736029,359.3090934838224,67301.36343613888,1188.0618999145615,64986.96116090972,14750.531956069004,31113.814955,225.13341570917808,31933.248838333337,628.1951984545666,29738.44528958333,6381.266508704561,25865.602946666662,173.5624964929999,25683.44072833333,497.1226488991902,24447.555487222224,5900.743903199637,9495.318127333334,95.75949860479231,9684.673869472224,260.8878861876573,10800.960384104166,2846.8271252935056
2017-12-20 16:40:00,17.09,69.66,0.073,32097.3384,26327.0942,9911.164466,91.0,68335.597066,16,40,16.666666666666668,2,0,0,12,354,100,-0.9396926207859084,-0.3420201433256685,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,292.0681,1555.19,2017-12-20,0,0,0,5,66992.020608,66630.024976,68335.54897,67497.234679,67785.095936,31458.55513,31154.37262,31793.15589,31884.41065,31780.98859,26146.67076,25973.61154,26400.73642,25955.20098,26455.96809,9386.794718,9502.040816,10141.65666,9657.623049,9548.139256,66461.37259183334,333.18532460287577,67380.15936302778,1060.6880774670008,64985.005810756935,14750.245377549403,31103.675538333337,203.54939286442016,31953.020701388887,600.3700378112615,29737.93831868055,6381.125953854344,25888.309298333334,202.75586464154952,25737.34274333333,433.5014824674355,24447.427636180557,5900.706628775171,9469.387755166666,101.36853569948376,9689.795918305555,252.83464254156215,10799.639855895834,2847.442900623735
2017-12-20 16:50:00,17.04,69.83,0.074,32717.87072,26511.19975,10527.73109,93.0,69756.80155999999,16,50,16.833333333333332,2,0,0,12,354,101,-0.9537169507482268,-0.3007057995042738,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,290.36159999999995,1584.72,2017-12-20,0,0,0,5,68335.597066,66110.52544699999,70505.73843,68964.40635,69464.19607,32097.3384,30941.44487,32279.84791,32498.85932,32279.84791,26327.0942,25690.08898,27000.92053,26312.36576,26967.78153,9911.164466,9478.991597,11224.96999,10153.18127,10216.56663,66745.63460683334,843.1496541545291,67473.10422394444,989.430982872118,64985.00614475695,14750.245453949165,31260.836501666665,456.8938727686871,31984.790874444447,575.728611309606,29740.05069722222,6381.86136651359,25947.223075,272.0222131529699,25783.471412777777,403.6173015800055,24446.916231875,5900.539343798931,9537.575030166669,208.60551918444267,9704.84193672222,249.32235344139488,10798.039215659725,2847.8801109140304
2017-12-20 17:00:00,17.09,70.8,0.072,33015.96958,27398.58852,11841.53661,95.0,72256.09470999999,17,0,17.0,2,0,0,12,354,102,-0.9659258262890684,-0.2588190451025207,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,292.0681,1623.55,2017-12-20,0,0,0,5,69756.80155999999,66184.137204,73717.77305999999,72176.70032999999,72359.49006,32717.87072,30923.19392,33247.14829,33283.65019,32717.87072,26511.19975,25609.08254,27903.03774,27074.56275,27707.88585,10527.73109,9651.860744,12567.58703,11818.48739,11933.73349,67353.34729233333,1414.3819302254587,67612.79293133333,944.7801489758876,64979.80519427083,14748.41715044731,31556.907476666664,712.5657331724373,32033.79805638889,560.3273376345278,29743.092522291667,6383.184642358583,26084.07487,319.2371177064006,25839.419044722224,357.12566790996067,24443.515393125,5899.19799773148,9712.364945666666,449.7219652167638,9739.575830222222,273.9441594955903,10793.197278854168,2847.741887474769
2017-12-20 17:10:00,17.0,72.3,0.073,34336.12167,29316.9684,14002.40096,88.33333333333333,77655.49103,17,10,17.166666666666668,2,0,0,12,354,103,-0.9762960071199336,-0.2164396139381028,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,289.0,1501.6666666666663,2017-12-20,0,0,0,5,72256.09470999999,66279.917528,78986.52133,77951.55350000001,77613.19069,33015.96958,30977.94677,34980.98859,35114.8289,34488.21293,27398.58852,25903.65143,30060.75483,29018.7174,29814.05339,11841.53661,9398.319328,13944.77791,13818.0072,13310.92437,68365.34021000001,2303.366372988881,67802.2149065,1156.0448080926103,64969.654650173616,14742.86317261918,31905.70342,840.9598455839073,32081.622306388886,568.8157154188898,29741.48711458333,6382.326202944283,26382.325866666662,543.722018500076,25909.78827861111,405.94454541038766,24440.012273541663,5897.278730332091,10077.310923333333,973.842600021625,9810.8043215,435.84051596723657,10788.15526204861,2845.219936014192
2017-12-20 17:20:00,16.89,72.6,0.072,37244.10646,31868.67137,15333.4934,81.66666666666667,84446.27123000001,17,20,17.333333333333332,2,0,0,12,354,104,-0.984807753012208,-0.1736481776669312,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,285.2721,1379.35,2017-12-20,0,0,0,5,77655.49103,66571.609788,84040.71178,85040.004,82886.84891,34336.12167,31166.53992,37438.78327,38199.23954,36793.91635,29316.9684,26006.75054,31890.76404,32008.59159,31934.94937,14002.40096,9398.319328,14711.16447,14832.17287,14157.98319,70261.26912699999,4169.367313800453,68115.05748483333,1988.2056396640107,64960.41138420139,14734.428468362405,32465.399236666664,1157.8178902202071,32148.0354875,680.958982370676,29737.008872083337,6378.849422146205,26951.21202833333,1258.5211130151883,26023.52459861111,685.3246842058182,24434.84709,5892.645232700843,10844.657862,1797.454940286891,9943.497398722224,814.8876881023159,10788.555422118056,2845.6710136462643
2017-12-20 17:30:00,16.79,72.7,0.073,39890.4943,33706.0448,15806.0024,75.0,89402.54149999999,17,30,17.5,2,0,0,12,354,105,-0.9914448613738104,-0.1305261922200516,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,281.9041,1259.25,2017-12-20,0,0,0,5,84446.27123000001,66992.020608,88474.09610000001,88793.17895,87192.08433000001,37244.10646,31458.55513,39628.89734,39963.4981,39458.55513,31868.67137,26146.67076,33580.85302,33628.72047,33437.25069,15333.4934,9386.794718,15264.34574,15200.96038,14296.27851,73240.37936733333,6652.341402346226,68606.46616050001,3357.382461661552,64963.22776927084,14738.139333722893,33478.326993333336,2083.054617385674,32296.408955833333,1086.8944233233483,29735.656949791668,6377.226129922357,27928.19883333333,2257.509979187701,26204.25488388889,1183.1096272606108,24434.69366868056,5892.450036798971,11833.853540666663,2380.7949134663404,10105.80232077778,1208.7772927633553,10792.877150798611,2852.13517491245
2017-12-20 17:40:00,16.65,73.2,0.073,40243.34601,34169.99079,15627.37095,68.33333333333333,90040.70775,17,40,17.666666666666668,2,0,0,12,354,106,-0.9961946980917454,-0.0871557427476582,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,277.2225,1137.7499999999998,2017-12-20,0,0,0,5,89402.54149999999,68335.597066,90458.06686,89558.73081000001,89063.21106,39890.4943,32097.3384,40498.85932,40298.09886,40541.44487,33706.0448,26327.0942,34291.50046,33967.47469,33908.56091,15806.0024,9911.164466,15667.70708,15293.15726,14613.20528,76975.46618266667,8482.17527731747,69223.93865122221,4814.3186480183485,64969.675306770834,14748.695932792676,34883.65018833333,3062.103662170726,32508.66075138889,1668.129641512621,29737.473595347223,6380.100683161814,29188.094506666665,3038.66403615166,26439.80771194445,1709.752512329561,24435.56305604167,5893.817998341413,12903.721487666668,2500.5234346011,10275.470187888888,1534.643702499768,10796.638655381945,2858.423802766888
2017-12-20 17:50:00,16.54,73.6,0.074,40243.34601,34309.91102,15759.90396,61.66666666666666,90313.16099,17,50,17.833333333333332,2,0,0,12,354,107,-0.9990482215818578,-0.0436193873653361,0.9749279121818238,-0.2225209339563143,-2.4492935982947064e-16,1.0,0,0.0,273.5716,1019.9666666666664,2017-12-20,0,0,0,5,90040.70775,69756.80155999999,90693.88852,90132.47659,89656.82092,40243.34601,32717.87072,40553.61217,40328.51711,40748.28897,34169.99079,26511.19975,34501.38079,34372.5069,34203.12979,15627.37095,10527.73109,15638.89556,15431.45258,14705.40216,80592.98462999999,8686.438254366,69856.29589927777,5919.376247742943,64966.77697961806,14743.692236614736,36241.31812333334,3370.0334353835738,32731.38994444445,2106.8054728555403,29735.699197361115,6377.121692785533,30495.24393833333,3241.898382920485,26682.008796111117,2131.260977969923,24434.71923888889,5892.405586450265,13856.422568333332,2203.6388091551385,10442.897158722222,1769.6410661833372,10796.358543368056,2857.94505932893
